ID,Credit Given,Gender,Education,Marital Status,Age,Pay Stat M1,Bill Amt M1,Amt Paid M1,Pay Stat M2,Bill Amt M2,Amt Paid M2,Pay Stat M3,Bill Amt M3,Amt Paid M3,Default Next Month
CC-1124,200000,Female,University,Married,41,0,11461,183,0,8150,5584,-1,5584,888,No
CC-1125,100000,Female,University,Never Married,29,0,90289,3000,0,92485,4000,0,95630,5000,No
CC-1127,500000,Female,Graduate School,Never Married,35,-1,21443,11465,0,13892,11356,-1,11241,66710,No
CC-1130,50000,Female,University,Never Married,23,2,51713,1950,2,52738,0,2,48789,1885,Yes
CC-1131,230000,Female,University,Married,34,0,155335,5370,0,153427,4435,0,150514,4432,Yes
CC-1132,200000,Female,University,Never Married,34,-1,465,1775,-1,1775,8722,-1,8722,0,No
CC-1133,270000,Male,Graduate School,Married,44,>3,278509,10000,>3,283545,0,>3,278436,0,No
CC-1134,50000,Female,,Married,36,0,43578,3500,0,35126,0,2,34420,1000,No
CC-1135,20000,Male,University,Never Married,28,2,16594,2000,0,18158,1700,0,19554,0,No
CC-1136,60000,Female,University,Never Married,31,0,30117,0,2,29526,1073,0,29201,2134,No
CC-1137,50000,Male,University,Never Married,31,0,17051,0,0,390,16526,-1,16526,324,No
CC-1138,50000,Male,University,Married,41,0,18600,1000,0,19153,900,0,19289,900,No
CC-1139,130000,Female,High School,Married,44,0,101247,10600,0,96939,0,2,81977,2300,No
CC-1140,230000,Female,High School,Never Married,47,0,94225,4000,0,96616,5000,0,95849,4000,No
CC-1142,30000,Female,Graduate School,Never Married,25,0,20217,1500,0,21435,0,2,19239,323,No
CC-1143,200000,Female,Graduate School,Married,39,0,6864,10,0,5253,20,0,3388,10901,No
CC-1145,100000,Female,University,Married,35,2,99322,2,2,96661,4005,0,95951,4000,Yes
CC-1146,240000,Male,University,Married,32,0,135320,5000,0,138523,5000,0,141618,5000,Yes
CC-1147,70000,Female,Graduate School,Never Married,31,>3,2400,0,>3,2400,0,>3,2400,0,Yes
CC-1148,360000,Male,Graduate School,Never Married,33,0,16672,35039,-1,35039,8320,-1,8320,5169,No
CC-1149,140000,Female,Graduate School,Never Married,30,0,144470,5836,0,144386,4191,0,120586,4341,No
CC-1150,50000,Male,University,Married,52,0,2721,0,0,780,0,0,0,0,No
CC-1151,210000,Female,University,Married,36,0,1646,396,-1,396,396,-1,396,396,No
CC-1152,280000,Male,Graduate School,Never Married,30,0,153063,6000,0,133490,5200,0,130377,5117,No
CC-1153,180000,Female,University,Never Married,42,2,52917,2200,2,54123,2100,2,55176,2200,Yes
CC-1154,150000,Female,Graduate School,Never Married,30,0,4068,249,-1,249,249,-1,249,5565,No
CC-1155,20000,Male,High School,Married,47,0,15422,9537,0,19279,0,2,9537,0,No
CC-1156,350000,,University,Married,29,-1,4677,5787,-1,5767,6548,-1,6532,4863,No
CC-1157,130000,Female,Graduate School,Never Married,23,0,9630,7120,-1,7120,79,0,3940,9589,No
CC-1159,340000,Female,University,Married,48,0,2895,0,0,2895,2360,-1,2360,1090,No
CC-1160,80000,Male,University,Never Married,26,2,75724,3000,0,77504,3500,0,79715,3000,No
CC-1164,210000,Female,University,Married,39,0,19850,1000,0,15530,13021,-1,13021,22171,No
CC-1165,20000,Male,University,Never Married,24,-1,390,780,-1,780,0,-1,0,0,No
CC-1166,140000,Female,University,Never Married,25,-1,3238,89437,-1,89437,3228,0,91136,3000,No
CC-1167,200000,Male,Graduate School,Never Married,52,0,104567,3589,0,100541,3397,0,96495,3296,No
CC-1168,50000,Female,High School,Married,59,0,13234,378,0,11543,619,0,10751,5000,No
CC-1169,80000,Female,Graduate School,Never Married,23,0,3450,4318,-1,4318,0,-1,0,254,No
CC-1170,30000,Female,High School,Never Married,48,0,7239,2000,0,9112,2000,0,10949,2000,No
CC-1171,140000,Female,Graduate School,Never Married,28,0,14077,1500,0,15189,1500,0,16275,1500,Yes
CC-1172,80000,Male,High School,Married,62,-1,672,5112,-1,5112,3932,-1,3932,20289,No
CC-1173,220000,Female,High School,Married,38,-1,47619,28800,-1,28800,8561,-1,8561,16599,No
CC-1174,180000,Female,Graduate School,Never Married,32,-1,666,666,-1,666,666,-1,666,666,No
CC-1175,140000,Female,University,Married,29,0,22806,2000,0,12643,20007,0,29707,10009,Yes
CC-1176,180000,Male,University,Never Married,25,0,12350,455,0,12608,491,0,12892,500,Yes
CC-1177,50000,Female,University,Never Married,35,0,17056,800,0,17581,800,0,18089,900,No
CC-1178,,Female,University,Never Married,27,0,70788,3000,0,68927,2900,0,70678,2918,No
CC-1179,50000,Male,University,Never Married,38,0,9176,340,0,9368,342,0,9554,354,No
CC-1180,50000,Male,University,Never Married,24,0,18310,1000,0,17931,1000,0,18633,1000,No
CC-1182,390000,Female,Graduate School,Never Married,27,0,295606,10656,0,300709,11000,0,305904,12000,No
CC-1183,90000,Female,University,Married,55,0,31565,3000,0,33049,2000,0,22694,2000,Yes
CC-1184,200000,Female,Graduate School,Never Married,29,0,195268,10000,0,192829,10000,0,192499,10000,No
CC-1185,460000,Male,Graduate School,Never Married,29,0,324067,11017,0,324749,11110,0,327929,11113,No
CC-1187,20000,Male,University,Married,30,0,1261,1261,-1,1261,930,-1,930,540,Yes
CC-1189,480000,Female,University,Married,38,0,37484,1010,0,37906,772,0,18387,705,No
CC-1190,180000,Female,Graduate School,Never Married,24,0,165491,6400,0,169222,7000,0,173246,7000,No
CC-1193,270000,Female,University,Never Married,34,-1,4154,5912,-1,5885,3143,-1,3129,0,Yes
CC-1194,200000,Male,Graduate School,Married,37,0,21171,23850,0,17762,23784,0,23670,84430,No
CC-1195,100000,Female,High School,Married,66,0,97141,3865,0,97143,3850,0,97532,3705,No
CC-1197,80000,Female,University,Married,45,0,30396,2000,0,30595,1500,0,29033,1000,No
CC-1198,130000,Male,University,Married,44,0,14691,303,0,8769,83,0,4166,780,No
CC-1199,340000,Female,High School,Never Married,44,0,150407,5328,0,147868,5390,0,149349,6047,Yes
CC-1201,120000,Female,High School,Married,40,0,49078,2000,0,40643,2000,0,4200,96583,No
CC-1202,120000,Male,Graduate School,Never Married,29,0,30471,1129,0,31110,1135,0,31728,1200,No
CC-1203,300000,Female,Graduate School,Never Married,48,0,212480,6914,0,202148,6100,0,186955,5500,No
CC-1205,210000,Female,University,Married,50,0,102027,3553,0,103453,3625,0,103651,3470,No
CC-1206,210000,Female,University,Married,29,0,43485,2000,0,44784,1800,0,45685,1807,Yes
CC-1207,70000,Female,High School,Married,49,2,23772,1700,2,24930,1340,2,25709,1100,Yes
CC-1208,200000,Male,University,Married,33,-1,2506,9454,-1,9443,5019,0,11818,5015,No
CC-1209,230000,Female,University,Married,51,0,58099,2155,0,59318,2174,0,60504,2225,Yes
CC-1210,20000,Male,High School,Married,23,0,19844,803,0,20388,747,0,19554,155,Yes
CC-1211,210000,Female,Graduate School,Married,37,0,168664,5331,0,172013,5748,0,175557,48061,No
CC-1212,160000,Female,High School,Never Married,26,-1,390,390,-1,390,390,-1,390,390,No
CC-1213,290000,Female,Graduate School,Married,30,-1,1486,1495,-1,1488,1657,-1,1650,35267,Yes
CC-1214,80000,Female,High School,Married,26,0,38190,1388,0,38586,2401,0,39962,1410,No
CC-1216,230000,Male,Graduate School,Never Married,32,0,106677,3000,0,88091,2000,0,60929,2000,No
CC-1218,340000,Female,Graduate School,Married,30,0,243094,10041,0,223907,8184,0,216912,6626,No
CC-1219,50000,Female,Graduate School,Never Married,22,0,10818,790,0,11050,400,0,10880,380,No
CC-1220,80000,Male,University,Never Married,38,0,29891,10000,0,34528,1274,0,35229,1275,No
CC-1221,50000,Female,University,Never Married,24,-1,17006,630,0,17363,633,0,17707,657,No
CC-1222,30000,Female,Graduate School,Never Married,24,0,950,4710,0,5660,0,0,0,7153,No
CC-1224,150000,Female,University,Married,42,-1,3935,3935,-1,3935,3935,-1,3935,3935,Yes
CC-1227,240000,Female,High School,Married,41,-1,1074,1977,-1,1972,1885,-1,1876,1211,No
CC-1228,500000,Female,University,Married,50,-1,28622,19140,-1,19140,0,-1,0,20211,No
CC-1229,90000,Female,University,Married,23,0,25195,7000,0,23769,1000,0,2269,0,Yes
CC-1230,50000,Male,High School,Never Married,46,0,27624,1000,0,16015,1000,0,16746,1000,No
CC-1231,50000,Female,University,Never Married,22,0,29386,1500,0,29527,2005,0,30125,1305,Yes
CC-1232,680000,Male,Graduate School,Never Married,37,0,15498,400,0,13810,161000,0,164969,5800,No
CC-1233,50000,Male,Graduate School,Married,47,2,50807,0,2,49947,5000,2,50424,0,No
CC-1234,100000,Female,University,Married,40,0,326,326,-1,326,326,-1,326,652,No
CC-1235,280000,Female,Graduate School,Never Married,30,0,268216,10020,0,262895,10100,0,264508,10000,No
CC-1236,30000,Male,University,Never Married,54,0,26400,0,0,25620,390,0,390,780,Yes
CC-1237,50000,Male,University,Never Married,27,0,7382,0,0,1975,49800,0,50514,0,Yes
CC-1238,60000,Male,Graduate School,Married,33,-1,7565,7565,-1,7565,7565,-1,7565,7565,No
CC-1239,120000,Male,University,Married,57,0,88557,4003,0,91124,4003,0,88094,4000,Yes
CC-1240,80000,Female,University,Married,35,-1,396,396,-1,396,0,0,396,396,No
CC-1242,70000,Female,High School,Married,32,0,11120,500,0,10914,18963,-1,11315,1000,No
CC-1244,100000,Female,High School,Married,50,-1,71008,2500,0,66735,3000,0,68621,3000,Yes
CC-1245,10000,Male,High School,Never Married,35,0,9673,316,0,9414,1000,0,9156,2000,No
CC-1246,90000,Male,Graduate School,Never Married,26,-1,100,9894,-1,9894,20000,0,20699,4100,No
CC-1247,170000,Male,Graduate School,Married,39,2,89991,0,>3,88018,0,3,86299,3100,Yes
CC-1249,180000,Female,High School,Never Married,42,0,83568,7000,0,90418,25000,0,88898,33600,No
CC-1250,350000,Female,Graduate School,Married,52,>3,2400,0,>3,2400,0,>3,2400,0,Yes
CC-1251,270000,Male,University,Never Married,35,-1,10506,10300,-1,10224,9300,-1,9233,1000,No
CC-1253,20000,Female,Graduate School,Never Married,22,0,16749,1000,0,13764,5283,0,18732,0,No
CC-1254,100000,Male,University,Never Married,30,0,49496,2000,0,51010,2000,0,32630,2000,No
CC-1255,290000,Male,Graduate School,Married,46,0,87700,1629,0,88621,3129,0,53243,105423,No
CC-1256,70000,Male,High School,Never Married,28,0,68361,2602,0,68060,2430,0,68223,2659,No
CC-1258,180000,Female,Graduate School,Never Married,28,-1,2861,13959,-1,12338,3000,0,9124,18396,No
CC-1259,210000,Male,Graduate School,Never Married,33,-1,291,441,-1,441,291,-1,291,291,No
CC-1260,50000,Male,Graduate School,Never Married,24,0,20228,1080,0,18900,700,0,19066,1004,No
CC-1261,,Male,Graduate School,Never Married,37,0,49103,3000,0,51698,1546,0,52549,2000,No
CC-1262,380000,Male,University,Married,50,0,154283,3000,0,35270,332000,0,332270,12000,Yes
CC-1263,50000,Male,University,Married,44,0,26275,972,0,26823,992,0,27371,1000,No
CC-1264,150000,Female,High School,Married,43,0,316,316,-1,316,1414,-1,1414,0,Yes
CC-1265,220000,Male,University,Never Married,29,0,114385,5000,0,115903,4700,0,118528,5503,No
CC-1266,80000,Female,Others,Never Married,27,0,48443,1700,0,49478,1700,0,43264,1300,No
CC-1267,220000,Female,University,Married,32,0,208355,8000,0,213015,8010,0,217475,8500,No
CC-1268,70000,Female,University,Never Married,34,2,26456,2500,0,28361,4000,0,31873,0,No
CC-1269,120000,Male,University,Never Married,37,0,17901,2000,0,19608,0,2,19143,1600,Yes
CC-1270,180000,Female,University,Never Married,32,0,31057,1000,0,29052,1000,0,25933,1000,No
CC-1271,50000,Female,High School,Married,57,0,48319,1746,0,48449,2000,0,49656,1800,No
CC-1272,10000,Female,University,Others,46,0,8775,1000,0,8984,1000,0,7628,2000,No
CC-1273,370000,Female,Graduate School,Married,53,-1,30751,30131,-1,30131,0,0,9630,0,No
CC-1274,20000,Female,Graduate School,Never Married,26,-1,390,390,-1,390,0,-1,0,780,No
CC-1275,150000,Male,University,Married,34,0,137540,10006,0,144786,4822,0,146379,4112,No
CC-1276,20000,Male,Graduate School,Never Married,26,-1,416,416,-1,416,982,-1,982,0,Yes
CC-1278,50000,Male,High School,Never Married,26,0,30727,0,2,30098,3000,0,32580,3000,No
CC-1279,170000,Male,University,Never Married,31,0,27383,1011,0,27801,4000,0,31337,0,No
CC-1281,200000,Female,Graduate School,Never Married,31,0,48661,2000,0,49723,2000,0,50896,11028,No
CC-1283,140000,Female,Others,Never Married,36,0,53055,98000,0,102587,4000,0,98251,3500,No
CC-1285,440000,Female,University,Never Married,26,0,71795,2019,0,51812,3010,0,25064,3004,No
CC-1286,500000,Male,University,Married,43,0,20719,639,0,15665,547,0,8074,50274,No
CC-1287,230000,Female,University,Married,29,0,24607,13000,0,28279,36000,0,48934,3000,No
CC-1289,20000,Female,High School,Married,48,3,17055,0,2,10400,0,2,0,0,Yes
CC-1290,210000,Female,University,Never Married,24,0,97168,3400,0,94524,3769,0,96777,3229,No
CC-1291,20000,Female,Graduate School,Never Married,23,-1,19132,709,0,19533,1027,0,20235,600,No
CC-1292,20000,Female,High School,Married,53,0,14821,710,0,15143,1000,0,15737,1000,No
CC-1293,200000,Female,University,Married,34,-1,668,9852,-1,9815,40063,-1,36870,1049,No
CC-1294,250000,Female,University,Never Married,36,0,26202,0,0,6906,3855,0,3855,3876,Yes
CC-1295,300000,Male,University,Never Married,41,-1,1400,6297,-1,6297,0,2,977,19480,No
CC-1296,320000,Female,Graduate School,Never Married,30,0,79241,8531,0,83530,15005,0,90573,5033,No
CC-1297,50000,Male,University,Never Married,29,2,38924,1600,0,39744,1600,0,40533,1600,No
CC-1298,200000,Female,University,Married,34,-1,4273,3023,-1,3015,5088,-1,5076,6282,No
CC-1299,80000,Female,Graduate School,Never Married,29,0,19660,1000,0,20343,1000,0,21003,933,Yes
CC-1300,70000,Male,University,Married,37,0,3559,7086,-1,7086,3370,-1,6979,0,Yes
CC-1301,60000,Male,High School,Never Married,36,0,37851,2000,0,34195,2000,0,33499,2000,No
CC-1302,10000,Female,High School,Never Married,22,0,8947,320,0,9135,328,0,8613,1000,Yes
CC-1303,50000,Female,High School,Never Married,30,0,26550,1090,0,25842,2000,0,25996,2000,No
CC-1304,140000,Male,University,Never Married,26,0,115685,4500,0,118171,4500,0,120550,9500,Yes
CC-1305,30000,Male,University,Never Married,25,0,9483,600,0,9780,600,0,10068,600,No
CC-1306,190000,Male,University,Married,49,-1,2084,161110,-1,161110,5800,0,149941,4138,No
CC-1307,70000,Female,Graduate School,Never Married,23,-1,100,1610,-1,1610,0,-1,690,10909,No
CC-1308,330000,Female,University,Married,28,-1,150,320,-1,320,1000,-1,780,0,No
CC-1309,110000,Female,University,Never Married,24,2,9761,463,0,9717,393,0,8046,151,No
CC-1310,270000,Male,High School,Married,47,0,175705,6710,0,179582,8250,0,184650,0,No
CC-1311,160000,Male,University,Married,31,0,29341,3000,0,31690,3000,0,33993,1500,Yes
CC-1312,20000,Male,University,Never Married,24,0,19323,13180,-1,13180,5200,-1,5200,0,No
CC-1313,320000,Male,University,Never Married,32,0,25741,2000,0,26800,3000,0,28817,2000,No
CC-1314,430000,Male,Graduate School,Never Married,31,0,45540,8310,0,8342,5640,0,8310,2820,No
CC-1315,50000,Female,Graduate School,Married,37,0,5738,11283,-1,6461,0,2,4822,1000,No
CC-1318,80000,Male,High School,Married,45,0,28372,3000,0,28345,5000,0,27279,865,No
CC-1320,250000,Female,Graduate School,Married,43,0,17371,5461,0,11481,15000,-1,5922,6000,No
CC-1322,100000,Female,Graduate School,Married,35,0,61434,2300,0,62743,5000,0,66677,3000,No
CC-1323,360000,Female,Graduate School,Married,42,0,189455,10027,0,194373,20057,0,207022,17000,No
CC-1324,140000,Male,Graduate School,Never Married,36,0,12918,365,0,10898,840,-1,823,4507,No
CC-1325,110000,Male,University,Married,51,0,49339,2000,0,50542,3000,0,52689,2000,No
CC-1326,170000,Male,High School,Married,48,0,316,466,-1,466,316,-1,316,0,No
CC-1327,170000,Male,University,Married,48,0,123913,5000,0,122657,5000,0,122225,4000,No
CC-1328,180000,Female,University,Never Married,25,0,8386,0,2,8109,1000,2,8820,0,No
CC-1329,140000,Male,University,Married,41,0,114348,4200,0,111382,4500,0,112458,4500,No
CC-1330,20000,Female,University,Married,49,-1,18910,677,0,19306,800,0,19809,601,No
CC-1332,50000,Female,University,Never Married,28,0,19600,400,0,20000,0,0,0,0,No
CC-1336,60000,Female,High School,Never Married,32,0,28526,1500,0,28275,1500,0,29151,1044,No
CC-1337,70000,Female,University,Never Married,26,3,46487,1700,2,47298,0,2,46384,3700,Yes
CC-1338,290000,Female,Graduate School,Never Married,31,-1,-150,69001,-1,66675,2500,0,68071,3000,No
CC-1341,200000,Female,High School,Never Married,49,0,30596,15113,0,38109,22235,-1,22170,3919,No
CC-1343,50000,Female,Graduate School,Never Married,22,-1,1392,3086,-1,3085,3492,-1,3450,3721,Yes
CC-1344,20000,Female,University,Never Married,26,0,9351,224,0,8562,513,0,8058,9,No
CC-1345,200000,Male,Graduate School,Married,38,-1,15550,5045,-1,5045,6709,-1,6709,3021,Yes
CC-1346,120000,Female,Graduate School,Never Married,35,0,79198,3100,0,80865,3500,0,82859,6382,No
CC-1347,220000,Female,University,Married,49,0,163783,5608,0,160806,6500,0,158866,6100,No
CC-1348,630000,Male,Graduate School,Never Married,40,0,327021,13000,0,334558,13022,0,341439,13016,No
CC-1349,300000,Female,Graduate School,Never Married,34,-1,8059,3425,-1,3425,11860,-1,11860,7595,No
CC-1350,10000,Female,,Never Married,49,0,4255,0,0,2782,0,0,1309,0,Yes
CC-1352,280000,Female,Graduate School,Married,39,-1,2041,775,-1,775,580,-1,580,1029,Yes
CC-1353,130000,Male,Graduate School,Never Married,30,0,6791,200,0,6991,0,0,0,0,No
CC-1354,30000,Female,High School,Married,28,2,15252,1500,0,14021,1353,0,13793,0,No
CC-1355,50000,Female,University,Married,27,0,6042,0,0,4012,0,0,0,10620,No
CC-1356,70000,Female,High School,Married,38,0,17571,1000,0,18330,1000,0,16268,1000,No
CC-1357,80000,Male,University,Never Married,29,0,44792,2000,0,45915,2000,0,46998,2500,No
CC-1358,20000,Female,University,Married,22,0,18562,1236,0,11798,0,0,0,0,Yes
CC-1359,390000,Male,Graduate School,Married,41,0,208373,6056,0,199727,8053,0,186332,5603,No
CC-1360,470000,Female,University,Never Married,32,0,120869,50000,0,60507,3000,0,53100,3000,No
CC-1363,260000,Female,University,Married,37,0,248273,4321,0,119124,20000,0,132619,27,Yes
CC-1364,150000,Female,Graduate School,Never Married,25,-1,1568,4295,-1,4295,0,-1,0,1895,No
CC-1365,120000,Male,Graduate School,Married,46,2,18536,1000,2,19091,1000,2,19629,0,No
CC-1366,20000,Female,University,Married,47,0,18187,2770,0,20499,703,2,20718,0,No
CC-1367,260000,Female,Others,Never Married,42,-1,0,200,-1,200,0,-1,0,664,No
CC-1368,50000,Male,High School,Never Married,22,0,8807,500,0,7143,500,0,6967,1000,Yes
CC-1369,180000,Female,University,Never Married,27,2,124080,4600,0,126154,6000,0,130064,3100,No
CC-1371,360000,Male,University,Married,44,-1,9990,6515,-1,6515,5694,-1,5694,12785,No
CC-1372,180000,Female,University,Never Married,30,0,22355,10902,0,22902,3500,0,15373,5493,No
CC-1373,270000,Female,Graduate School,Married,42,>3,1250,0,>3,650,0,3,350,0,No
CC-1374,70000,Male,Graduate School,Never Married,28,0,26022,3000,0,28575,1500,0,21460,4000,No
CC-1375,50000,Male,University,Never Married,24,-1,14207,602,0,8602,7201,-1,7201,383,No
CC-1377,50000,Female,University,Married,54,0,2315,36,0,1817,2081,-1,2081,2270,No
CC-1378,350000,Male,University,Married,37,-1,3543,1659,-1,1654,6215,-1,6186,325,No
CC-1379,200000,Male,Graduate School,Married,58,0,124647,4597,0,126921,4677,0,129167,4698,No
CC-1380,80000,Male,High School,Never Married,26,2,75732,0,2,74397,7000,2,80138,8,No
CC-1381,60000,Female,University,Married,31,3,56243,0,2,55213,4400,2,58700,2200,No
CC-1382,30000,Male,Graduate School,Married,52,2,18395,1000,0,19100,1800,0,20582,0,No
CC-1383,110000,Female,Graduate School,Never Married,36,0,43720,2000,0,42138,1800,0,43085,1700,No
CC-1384,300000,Female,Graduate School,Never Married,27,0,105303,716,0,82475,25213,0,33262,92250,No
CC-1385,50000,Female,High School,Married,22,0,0,83,-1,83,20000,0,20083,600,No
CC-1386,500000,Male,Graduate School,Never Married,39,-1,7086,0,0,5453,1486,-1,1486,7570,No
CC-1387,360000,Male,Graduate School,Never Married,36,0,168014,3000,0,16209,3000,0,18918,5000,No
CC-1388,20000,Female,University,Married,39,0,7928,580,-1,580,0,-1,0,0,No
CC-1389,220000,Male,Graduate School,Married,39,0,137946,5000,0,118310,5000,0,119147,5000,No
CC-1390,20000,Female,University,Never Married,22,0,15582,1500,0,16677,0,2,16259,700,No
CC-1391,60000,Male,University,Married,37,2,29729,1400,2,30505,2400,2,32232,2300,Yes
CC-1392,170000,Female,Graduate School,Never Married,30,-1,1168,1582,0,2160,145564,-1,145564,5069,No
CC-1393,200000,Female,University,Married,26,0,34096,2500,0,34876,1500,0,34615,1500,No
CC-1394,20000,Female,Graduate School,Never Married,23,0,14362,1000,0,15127,1000,0,15872,2000,No
CC-1397,180000,Female,University,Never Married,24,2,111345,0,2,98404,7414,2,102460,0,Yes
CC-1398,360000,Female,University,Married,35,-1,277,2602,-1,2599,2019,0,3941,1123,No
CC-1399,20000,Male,High School,Married,51,0,17188,635,0,17546,639,0,17895,664,No
CC-1400,50000,Female,Graduate School,Never Married,23,0,6699,3361,0,10060,0,2,7737,100,No
CC-1401,100000,Female,University,Married,25,0,24939,4000,0,28639,4000,0,8370,3000,No
CC-1402,30000,Male,University,Married,36,0,28313,1000,0,28932,1106,0,29565,0,No
CC-1403,70000,Female,University,Married,44,0,10208,1000,0,11038,1000,0,11848,1000,Yes
CC-1404,470000,Male,Graduate School,Never Married,33,0,1185,0,0,0,542,-1,542,208896,No
CC-1406,300000,Female,Graduate School,Married,45,0,22056,0,0,14020,1230,-1,1230,0,Yes
CC-1408,150000,Female,University,Married,41,0,80757,4011,0,83685,3073,0,81569,3005,No
CC-1409,220000,Female,University,Never Married,25,0,123266,4500,0,125736,5000,0,128342,4473,Yes
CC-1412,450000,Male,High School,Married,58,-1,9856,823,-1,819,867,-1,863,2488,No
CC-1413,30000,Male,University,Married,38,-1,5480,175,-1,175,0,-1,-2000,2000,No
CC-1414,240000,Male,University,Married,30,-1,3518,1280,-1,1280,5900,-1,5900,1319,No
CC-1415,420000,Female,University,Never Married,25,0,112705,4086,0,111357,3800,0,108306,3600,No
CC-1416,60000,Female,Graduate School,Never Married,25,0,39144,1900,0,39615,1600,0,39334,1500,No
CC-1417,30000,Female,High School,Never Married,24,-1,2870,1485,-1,1485,3926,-1,3926,0,No
CC-1418,80000,Female,Graduate School,Never Married,29,2,317,1204,2,1521,0,3,1204,0,No
CC-1419,50000,Male,University,Never Married,37,0,48241,1800,0,49196,2023,0,50296,2113,No
CC-1421,200000,Male,Graduate School,Never Married,31,0,4667,73000,0,76187,2700,0,74900,3800,No
CC-1422,230000,Female,University,Never Married,28,0,39945,2000,0,41352,1500,0,11032,8000,No
CC-1423,130000,Female,University,Never Married,24,0,48288,1765,0,48898,2000,0,49699,2672,No
CC-1425,90000,Female,Graduate School,Never Married,33,0,18026,824,0,18559,1000,0,19097,857,No
CC-1426,120000,Male,Graduate School,Never Married,27,-1,9474,1000,0,10158,2000,0,2551,3000,No
CC-1428,20000,Female,University,Never Married,32,2,19521,0,2,18925,900,0,18806,633,No
CC-1429,210000,Female,Graduate School,Married,37,2,80399,2500,2,81462,3400,2,83366,4300,Yes
CC-1430,80000,Female,University,Never Married,44,0,50472,2000,0,50340,7700,0,42393,9600,No
CC-1431,50000,Female,Graduate School,Married,29,0,10275,2000,0,9598,1000,0,8382,1500,No
CC-1432,70000,Female,University,Married,42,2,53560,2100,2,54653,2200,2,55797,2100,Yes
CC-1433,230000,Male,University,Never Married,32,2,182671,500,2,174794,12500,2,182160,0,Yes
CC-1434,20000,Male,University,Never Married,52,0,19940,0,0,19940,0,0,0,0,No
CC-1435,30000,Male,University,Never Married,44,0,666,1443,-1,1339,1949,-1,1748,0,No
CC-1436,100000,Male,Graduate School,Never Married,31,2,34700,2800,2,36942,0,2,36196,1511,Yes
CC-1437,80000,Female,Graduate School,Never Married,29,2,80422,3000,0,78284,3000,0,77270,3000,Yes
CC-1438,210000,Male,University,Never Married,33,0,198081,7510,0,202410,7700,0,206582,9051,No
CC-1439,50000,Male,University,Never Married,54,0,27585,1500,0,27910,1000,0,27380,1500,No
CC-1440,130000,Female,University,Never Married,23,0,70186,2700,0,71762,2623,0,73192,2800,No
CC-1441,70000,Female,Graduate School,Never Married,24,2,51648,4600,2,55409,0,2,54366,2300,No
CC-1442,210000,Female,Graduate School,Married,33,0,10955,552,0,11217,607,0,11367,1500,No
CC-1443,100000,Male,High School,Married,44,-1,390,390,-1,390,390,-1,390,390,Yes
CC-1444,200000,Male,High School,Others,51,-1,2529,0,0,1036,4430,-1,4430,6398,No
CC-1445,40000,Male,Graduate School,Never Married,24,0,29495,4000,0,33011,0,3,32194,0,Yes
CC-1446,80000,Female,University,Never Married,25,2,73116,3000,2,74801,0,2,73444,5300,No
CC-1447,210000,Female,Graduate School,Married,37,-1,148,129,-1,129,292,-1,292,0,Yes
CC-1448,20000,Female,University,Never Married,23,2,1714,17694,-1,17694,575,-1,12237,0,No
CC-1449,10000,Male,High School,Never Married,34,0,9716,400,0,9960,400,0,10188,300,No
CC-1450,60000,Female,High School,Married,50,0,29095,889,0,17636,21500,0,31406,3600,Yes
CC-1451,40000,Female,University,Married,25,0,13530,648,0,13811,700,0,14132,700,No
CC-1452,290000,Female,Graduate School,Never Married,33,-1,60,1773,-1,1773,3904,-1,3904,0,Yes
CC-1454,20000,Male,University,Never Married,25,0,15685,0,2,15292,2500,2,17524,0,No
CC-1455,30000,Male,University,Never Married,26,0,32167,1300,0,31728,1261,0,31061,1003,No
CC-1456,20000,Male,University,Married,32,0,19351,1512,0,20411,0,2,19947,545,No
CC-1457,50000,Female,High School,Others,43,0,22590,1000,0,21788,900,0,21949,900,No
CC-1458,500000,Male,University,Married,42,2,1924,7000,0,8924,36,0,6729,532,Yes
CC-1460,10000,Male,University,Never Married,26,0,8610,319,0,8790,319,0,8963,180,No
CC-1461,50000,Female,University,Married,37,3,1050,0,3,1050,0,3,1050,0,Yes
CC-1462,120000,Male,Graduate School,Never Married,36,0,27952,3800,0,31136,0,2,30486,1500,No
CC-1463,200000,Female,Graduate School,Never Married,27,0,147604,5370,0,146719,5294,0,143317,5300,No
CC-1464,300000,Female,University,Married,50,0,110680,5000,0,104016,9000,0,109839,5000,No
CC-1465,90000,Female,University,Never Married,24,0,27372,5000,0,31905,3600,0,34954,2000,No
CC-1466,90000,Male,University,Married,27,0,59949,1606,0,54029,1371,0,48170,620,No
CC-1468,180000,Female,University,Married,39,-1,296,0,0,148,148,-1,148,1495,No
CC-1471,100000,Male,Graduate School,Married,45,0,18901,3288,0,21794,3688,0,25051,0,No
CC-1473,360000,Male,Graduate School,Married,36,0,150637,25000,0,138969,5000,0,132118,3000,No
CC-1474,230000,Male,University,Never Married,39,-1,326,326,-1,326,326,-1,326,326,No
CC-1475,110000,Female,High School,Never Married,29,0,106906,4100,0,108952,4631,0,110444,4404,Yes
CC-1476,210000,Male,University,Never Married,37,0,159231,5496,0,155342,6307,0,156769,5376,No
CC-1477,200000,Male,University,Never Married,26,0,16017,700,0,12613,360,0,6600,1713,No
CC-1478,50000,Male,University,Never Married,44,0,8711,322,0,8893,324,0,9070,335,No
